,Reflectance,Transmitance,Absorbance,Wavelength
0,0.04384444981105361,0.28463134478054786,0.6715242054083985,350.0
1,0.17566106412665813,0.43236918149699477,0.39196975437634707,351.0
2,0.21135041849087416,0.17063312571996397,0.6180164557891619,352.0
3,0.8351930100410998,0.46799931265598627,-0.30319232269708607,353.0
4,0.4744667822881672,0.1236502234833391,0.4018829942284937,354.0
5,0.2264610763336593,-0.005861030396872233,0.7793999540632129,355.0
6,0.03398946118744602,0.1737546988816436,0.7922558399309103,356.0
7,-0.3318101240591089,-0.2844731721155018,1.6162832961746108,357.0
8,-0.2638105689369177,0.2786873714704581,0.9851231974664596,358.0
9,0.05039654696184313,0.3958909853901524,0.5537124676480044,359.0
10,0.19882277326142214,0.07818077969353483,0.722996447045043,360.0
11,-0.07347634387813959,0.28646771902436485,0.7870086248537748,361.0
12,-0.24873791528045078,0.1963155980103157,1.052422317270135,362.0
13,-0.08458021233192732,0.07533728318861317,1.009242929143314,363.0
14,0.19319562697980575,0.22388401773484257,0.5829203552853517,364.0
15,0.12540254902393383,0.10255912978046987,0.7720383211955963,365.0
16,0.0517698216307632,0.10194332384974081,0.846286854519496,366.0
17,0.03619693532643951,0.13126749610705435,0.8325355685665061,367.0
18,0.047256636430789506,0.04712332867226125,0.9056200348969493,368.0
19,0.05210793605203486,0.10639922817120151,0.8414928357767636,369.0
20,0.08601022426362684,0.08460373376004597,0.8293860419763273,370.0
21,0.10601918049036256,0.01081798284137829,0.8831628366682592,371.0
22,0.05705856730712353,0.02670839744204301,0.9162330352508334,372.0
23,0.042123953024443765,0.012786384738338059,0.9450896622372182,373.0
24,0.043947116680838796,-0.00778659804198264,0.9638394813611438,374.0
25,0.043037082248915684,-0.007027586181835804,0.9639905039329202,375.0
26,0.03643821600369978,0.025189269581043634,0.9383725144152566,376.0
27,0.06250163462854105,-0.009866329690516923,0.9473646950619757,377.0
28,0.07578149280080665,-0.04523069585276255,0.9694492030519559,378.0
29,0.05358805864836645,-0.02802767314499788,0.9744396144966315,379.0
30,0.032248386534752864,-0.00690811003349657,0.9746597234987439,380.0
31,0.049785373662372207,0.0004481893872841108,0.9497664369503437,381.0
32,0.0786686277330123,0.00893371021862313,0.9123976620483646,382.0
33,0.0815007149926337,0.025786424937281407,0.8927128600700849,383.0
34,0.05334106595874614,-0.004698274161976055,0.95135720820323,384.0
35,0.05355011351296914,-0.001967909271153264,0.9484177957581842,385.0
36,0.06449192530185789,0.005813535165109863,0.9296945395330323,386.0
37,0.04539030340841218,-0.037772420328278156,0.9923821169198659,387.0
38,0.057149733534789776,-0.042700444241503606,0.9855507107067137,388.0
39,0.0529469962216766,-0.03325813942573744,0.9803111432040608,389.0
40,0.03384404529394728,-0.02800480289622174,0.9941607576022744,390.0
41,0.04467273161528414,-0.02827500354992805,0.9836022719346438,391.0
42,0.04419469961631398,-0.03761551938380839,0.9934208197674944,392.0
43,0.04290019344061478,-0.02482744488588316,0.9819272514452684,393.0
44,0.05041835671787235,0.007736511057583201,0.9418451322245445,394.0
45,0.06428221398396637,0.004720573164727443,0.9309972128513062,395.0
46,0.05742430228921477,0.01113314313407596,0.9314425545767092,396.0
47,0.0441199523888161,0.01641110430483443,0.9394689433063496,397.0
48,0.04228867668600038,0.003033847312715832,0.9546774760012838,398.0
49,0.04724009561101927,-0.03534947317595009,0.9881093775649308,399.0
50,0.034580239106023675,-0.038838660174162105,1.0042584210681385,400.0
51,0.018973866689202017,-0.02880113726710823,1.009827270577906,401.0
52,0.02792965406392872,-0.04632993662044417,1.0184002825565155,402.0
53,0.06413510858267812,-0.02854829081718234,0.9644131822345042,403.0
54,0.06605090561864731,-0.017673916613331005,0.9516230109946837,404.0
55,0.04053650056399868,-0.024796614618140235,0.9842601140541415,405.0
56,0.04597304040074953,-0.03303374784169326,0.9870607074409438,406.0
57,0.04023013554968703,-0.02684518467843511,0.9866150491287482,407.0
58,0.0345911223267814,-0.030452979529529533,0.9958618572027482,408.0
59,0.03965901715007691,-0.04521368540321786,1.005554668253141,409.0
60,0.054463001383921544,-0.029746127434145914,0.9752831260502244,410.0
61,0.05810000678634142,-0.021264156174607942,0.9631641493882664,411.0
62,0.055664732143486495,-0.020017139179756123,0.9643524070362697,412.0
63,0.05448206510357135,-0.02112628036008507,0.9666442152565138,413.0
64,0.04721149312839699,-0.03101635478370087,0.9838048616553038,414.0
65,0.046836648651108724,-0.04124352657359395,0.9944068779224853,415.0
66,0.0522327144212977,-0.04354804728054812,0.9913153328592503,416.0
67,0.05549588168081278,-0.035765400316504936,0.9802695186356921,417.0
68,0.05222029936032357,-0.047057263557802445,0.9948369641974788,418.0
69,0.051891802458792685,-0.045005513747791735,0.9931137112889992,419.0
70,0.05186293109369485,-0.03251025450563628,0.9806473234119415,420.0
71,0.03988784508975273,-0.04568936307088915,1.0058015179811366,421.0
72,0.04328993496131329,-0.05168828777131303,1.0083983528099996,422.0
73,0.0506521728569444,-0.04819605846105541,0.997543885604111,423.0
74,0.05217530152167367,-0.04022504678189974,0.9880497452602259,424.0
75,0.0524991215970212,-0.03553775786323942,0.9830386362662182,425.0
76,0.05109099569541053,-0.03780256040695204,0.9867115647115415,426.0
77,0.05063041687880998,-0.039935674170952576,0.9893052572921427,427.0
78,0.05235629288156194,-0.03739820531910014,0.9850419124375382,428.0
79,0.04868230345737232,-0.05076802472317353,1.0020857212658012,429.0
80,0.05009337505761227,-0.04660411847436774,0.9965107434167555,430.0
81,0.05323017430850708,-0.03661787611430675,0.9833877018057997,431.0
82,0.04853113292637604,-0.05215091774511932,1.0036197848187434,432.0
83,0.048643774869146304,-0.04158572637439468,0.9929419515052483,433.0
84,0.053710299770079885,-0.035620753537492784,0.9819104537674129,434.0
85,0.0575619137781557,-0.04554214525495899,0.9879802314768033,435.0
86,0.04858212324282455,-0.0488119443344401,1.0002298210916156,436.0
87,0.0513862028044134,-0.04834763594764003,0.9969614331432266,437.0
88,0.05515953052330565,-0.044304425545634706,0.9891448950223289,438.0
89,0.04997288814680068,-0.03860617272203576,0.988633284575235,439.0
90,0.0490424524566264,-0.03807046578472114,0.9890280133280946,440.0
91,0.04868916999693745,-0.039493850066527024,0.9908046800695895,441.0
92,0.05008759880290921,-0.04107112821345336,0.990983529410544,442.0
93,0.054768703087655385,-0.04145668633221788,0.9866879832445625,443.0
94,0.054458252860229026,-0.03842929768150098,0.9839710448212721,444.0
95,0.05338284369294676,-0.03536260700114624,0.9819797633081996,445.0
96,0.05462134426807417,-0.03444704862797142,0.9798257043598971,446.0
97,0.058711314737750396,-0.03607933223856337,0.9773680175008129,447.0
98,0.05762423201685073,-0.038976653304243374,0.9813524212873925,448.0
99,0.05294035778752244,-0.04053519624095088,0.9875948384534283,449.0
100,0.04872835950312578,-0.039178203049749935,0.990449843546624,450.0
101,0.05033891020771494,-0.03497341432086594,0.984634504113151,451.0
102,0.052932128130531615,-0.036555007636421485,0.9836228795058898,452.0
103,0.05441600069888041,-0.038990692369482556,0.9845746916706021,453.0
104,0.05417922146787095,-0.03532818379851312,0.9811489623306422,454.0
105,0.05355630561274512,-0.03592152400052499,0.9823652183877799,455.0
106,0.0547769683312003,-0.03813319953426044,0.9833562312030601,456.0
107,0.05703008811598854,-0.03871312473904574,0.9816830366230572,457.0
108,0.0570590017719042,-0.03519368137481181,0.9781346796029076,458.0
109,0.05491958406301543,-0.036088655112026136,0.9811690710490106,459.0
110,0.05324162944603322,-0.037959009248554,0.9847173798025208,460.0
111,0.05346647722091776,-0.03850420822634571,0.985037731005428,461.0
112,0.054004653997474145,-0.04165658623559756,0.9876519322381234,462.0
113,0.054875178718632796,-0.04101466327120693,0.9861394845525742,463.0
114,0.05495677821518738,-0.03804995614722436,0.9830931779320369,464.0
115,0.05349881426071285,-0.03632552214629868,0.9828267078855857,465.0
116,0.05243042474767506,-0.035608690047376816,0.9831782652997019,466.0
117,0.05286735744137341,-0.03839006323385933,0.985522705792486,467.0
118,0.054591183665945474,-0.04110216473571902,0.9865109810697735,468.0
119,0.0561853058420131,-0.03696025868542184,0.9807749528434088,469.0
120,0.05474121905461044,-0.037727457053501216,0.9829862379988906,470.0
121,0.05414599460336805,-0.038280998048555046,0.984135003445187,471.0
122,0.05581703636665228,-0.035859209427170476,0.9800421730605183,472.0
123,0.05505934857083914,-0.03611739934632426,0.981058050775485,473.0
124,0.054122349286638685,-0.03874134451026413,0.9846189952236255,474.0
125,0.053983612974297074,-0.039489733934400785,0.9855061209601036,475.0
126,0.05468321667985481,-0.03543288145164862,0.9807496647717939,476.0
127,0.05420455254423651,-0.034489255444856835,0.9802847029006203,477.0
128,0.051861746411877414,-0.03516513067481248,0.983303384262935,478.0
129,0.049998230375019256,-0.035276801469671416,0.9852785710946521,479.0
130,0.052503786709974826,-0.03300802269219293,0.9805042359822181,480.0
131,0.05486329885748915,-0.034999127703066006,0.9801358288455767,481.0
132,0.05581392947768913,-0.03568154697171191,0.9798676174940228,482.0
133,0.05586393619029451,-0.033089612288731994,0.9772256760984376,483.0
134,0.058017731383536844,-0.034470552252797305,0.9764528208692604,484.0
135,0.05636251166392109,-0.03561229824456635,0.9792497865806453,485.0
136,0.05359468336887,-0.03635191335802623,0.9827572299891564,486.0
137,0.0538611370988978,-0.03685378008588671,0.982992642986989,487.0
138,0.0556542494390118,-0.03298635012141199,0.9773321006824003,488.0
139,0.05752327841630308,-0.03301973264144759,0.9754964542251445,489.0
140,0.05790237798226515,-0.0359719818038634,0.9780696038215981,490.0
141,0.05561400725626623,-0.034263380005922946,0.9786493727496567,491.0
142,0.05437450802526343,-0.03308619657922234,0.978711688553959,492.0
143,0.054420113317521314,-0.03267459851403567,0.9782544851965145,493.0
144,0.0551656556712761,-0.032329418613394445,0.9771637629421184,494.0
145,0.05573984947571218,-0.03077565572120629,0.975035806245494,495.0
146,0.055289455418650595,-0.030940098371564095,0.9756506429529136,496.0
147,0.05501427678468816,-0.03152292242683286,0.9765086456421448,497.0
148,0.056086097400983886,-0.030691618185139644,0.9746055207841556,498.0
149,0.056105054428641915,-0.031204781169710368,0.9750997267410684,499.0
150,0.0571810406421187,-0.028516484864752452,0.9713354442226338,500.0
151,0.058827133795432786,-0.02518505454717319,0.9663579207517404,501.0
152,0.05856502041826191,-0.028487765387947006,0.969922744969685,502.0
153,0.058238801565977084,-0.024992590863879886,0.9667537892979029,503.0
154,0.05859301949005511,-0.022360464228692367,0.9637674447386372,504.0
155,0.05949182472161636,-0.024918462323040024,0.9654266376014237,505.0
